NOME,SIGLA,LOGRADOURO,BAIRRO,CIDADE,UF,CEP
"Tiro de Guerra de Sobral","TG 10-011","RUA ""D"", 99 - COHAB I","SINHÃ SABÓIA","Sobral","CE","62050470"
"Tiro de Guerra de Sorocaba","TG 02-040","RUA SGT ANTONIO REMIO RIBEIRO, 55","JARDIM PERIMETRAL","Sorocaba","SP","18020370"
"Tiro de Guerra de Suzano","TG 02-081","ESTRADA DOS FERNANDES, 1339","CASA BRANCA","Suzano","SP","08650010"
"Tiro de Guerra de Tamboril","TG 10-022","RUA FRANKLIN CAVALCANTE S/N","MONTE CASTELO","Tamboril","CE","63750000"
"Tiro de Guerra de Taquaritinga","TG 02-041","AV. THIRSON MICALE, 55","JARDIM TAQUARÃO","Taquaritinga","SP","15900000"
"Tiro de Guerra de Tarauaca","TG 12-012",,,"Tarauacá","AC","69970000"
"Tiro de Guerra de Tatui","TG 02-068","RUA SANTA CRUZ, 1210","SANTA CRUZ","Tatui","SP","18270000"
"Tiro de Guerra de Telêmaco Borba","TG 05-021",,,"Telêmaco Borba","PR",
"Tiro de Guerra de Teófilo Otoni","TG 04-018","RUA JOSÉ PAULO DE CARVALHO, 39","CENTRO","Teófilo Otoni","MG","39800000"
"Tiro de Guerra de Teotônio Vilela","TG 07-022",,,"Teotônio Vilela","AL",
"Tiro de Guerra de Teresópolis","TG 01-011","PRAÇA DOS EXPEDICIONÁRIOS S/N","CENTRO","Teresópolis","RJ","27900000"
"Tiro de Guerra de Tupã","TG 02-043","AV TAPUIAS, 830","CENTRO","Tupã","SP","17600260"
"Tiro de Guerra de Ubá","TG 04-028","AV ALVIMAR MIQUELITO S/N","EL DORADO","Ubá","MG","36500000"
"Tiro de Guerra de Uberaba","TG 11-003","AV SÃO PAULO, 411","AMOROSO COSTA","Uberaba","MG","38072590"
"Tiro de Guerra de Umuarama","TG 05-012","AV DUQUE DE CAXIAS, 5360","ALTO SAO FRANCISCO","Umuarama","PR","87504040"
"Tiro de Guerra de Urucurituba","TG 12-010",,,"Urucurituba","AM","69180000"
"Tiro de Guerra de Valença","TG 06-005","Avenida Daniel Ribeiro Soares s/n","Novo Horizonte","Valença","BA","45400000"
"Tiro de Guerra de Varginha","TG 04-034","RUA SILVIO COUGO, 300","VILA PAIVA","Varginha","MG","37018020"
"Tiro de Guerra de Viçosa","TG 04-027","RUA DO PINTINHO, 199","BELA VISTA","Viçosa","MG","36570000"
"Tiro de Guerra de Vilhena","TG 12-008",,,"Vilhena","RO","78995000"
"Tiro de Guerra de Vitória da Conquista","TG 06-006","PRAÇA SÁ BARRETO, 43","CENTRO","Vitória da Conquista","BA","45040060"
"Tiro de Guerra de Vitória de Santo Antão","TG 07-004","ALTO DO RESERVATÓRIO S/N","CENTRO","Vitória de Santo Antão","PE","55600000"
"Tiro de Guerra de Volta Redonda","TG 01-004","RUA SESSENTA, 699","CENTRO","Volta Redonda","RJ","27251970"
"Tiro de Guerra de Votuporanga","TG 02-088","RUA PADRE IZIDORO C. PARANHOS, 93","PAINEIRAS","Votuporanga","SP","15502225"
"Tiro de Guerra de Xapuri","TG 12-011",,,"Xapuri","AC","69930000"
"Tiro De Guerra Vargem Grande Do Sul","TG 02-092",,,"Vargem Grande do Sul","SP",
"1º Batalhão de Ações de Comandos","1º BAC","AV. GUATAPARÁ S/N","STA GENOVEVA","Goiânia","GO","74672030"
"1º Batalhão de Aviação do Exército","1º B Av Ex","ESTRADA DOS REMÉDIOS 2135","ITAIM","Taubaté","SP","12086000"
"1° Batalhão de Comunicações","1° B Com","Av. Venâncio Aires, s/n","Centro","Santo Ângelo","RS","98801660"
"1º Batalhão de Comunicações de Selva","1º B Com Sl","AV CEL TEIXEIRA, 5345","PONTA NEGRA","Manaus","AM","69037000"
"1º Batalhão de Defesa Química, Biológica, Radiológica e Nuclear","1º Btl DQBRN",,,"Rio de Janeiro","RJ",
"1º Batalhão de Engenharia de Combate (Escola)","1º BE Cmb (Es)","PRAÇA RUÃO, 35","SANTA CRUZ","Rio de Janeiro","RJ","23575200"
"1º Batalhão de Engenharia de Construção","1º BEC","RUA TONHECA DANTAS, 463","PENEDO","Caicó","RN","59300000"
"1º Batalhão de Forças Especiais","1º BF Esp","AV. SALVADOR","JARDIM GUANABARA","Goiânia","GO","74675710"
"1º Batalhão de Guardas","1º BG","AV PEDRO II, 158","SÃO CRISTOVÃO","Rio de Janeiro","RJ","20941070"
"1º Batalhão de Guerra Eletrônica","1º BGE","EST PARQUE CONTORNO KM 5 DF 001 SETOR HABITACIONAL TAQUARI","LAGO NORTE","Brasília","DF","73001970"
"1º Batalhão de Infantaria de Selva (Aeromóvel)","1º BIS","AV. SÃO JORGE, 650","SÃO JORGE","Manaus","AM","69033000"
"1º Batalhão de Infantaria Motorizado (Escola)","1º BI Mtz (Es)","AV DUQUE DE CAXIAS,  1672","VILA MILITAR","Rio de Janeiro","RJ","21615220"
"1º Batalhão de Operações Psicológicas","1º B Op Psc","Av Contorno, s/n","Jardim Guanabara","Goiânia","GO","74675240"
"1º Batalhão de Polícia do Exército","1º BPE","RUA BARÃO DE MESQUITA, 425","ANDARAÍ","Rio de Janeiro","RJ","20540001"
"1º Batalhão Ferroviário","1º B Fv","RUA MAL RONDON, NR 200","CONTA DINHEIRO","Lages","SC","88520900"
"1º Batalhão Logístico de Selva","1º B Log Sl",,,"Boa Vista","RR",
"1º Centro de Geoinformação","1º CGEO","RUA CLEVELAND, 250","SANTA TERESA","Porto Alegre","RS","90850240"
"1º Centro de Telemática de Área","1º CTA","Rua dos Andradas, 562","Centro","Porto Alegre","RS","90020002"
"1ª Companhia de Engenharia de Combate Mecanizada","1ª Cia E Cmb Mec","AV JULIO TROIS S/N","PASSOS","São Borja","RS","97670000"
"1ª Companhia de Engenharia de Combate Pára-Quedista","1ª Cia E Cmb Pqdt","RUA GEN FONSECA RAMOS S/N","VILA MILITAR","Rio de Janeiro","RJ","21615110"
"1ª Companhia de Guardas","1ª Cia G","RUA VEADOR PORTO, 68","SANTANA","Porto Alegre","RS","90610200"
"1ª Companhia de Infantaria","1ª Cia Inf","RUA DA HARMONIA S/N","GENERAL DUTRA","Paulo Afonso","BA","48608490"
"1ª Companhia de Inteligência","1ª Cia Intlg","RUA DOS ANDRADAS, 562","CENTRO","Porto Alegre","RS","90020002"
"1ª Companhia de Polícia do Exército","1ª Cia PE","AV DUQUE DE CAXIAS, 2266","VILA MILITAR","Rio de Janeiro","RJ","21615220"
"1ª Delegacia do Serviço Militar da 10ª C S M","1ª Del SM / 10ª CSM","RUA DEMETRIO RIBEIRO S/N","CENTRO","Alegrete","RS","97542570"
"1ª Delegacia do Serviço Militar da 11ª C S M","1ª Del SM / 11ª CSM","AV. BARBACENA, 25","BARRO PRETO","Belo Horizonte","MG","30190130"
"1ª Delegacia do Serviço Militar da 13ª C S M","1ª Del SM / 13ª CSM","PRAÇA ALBERTO MONTARROYOS, S/N - TERMINAL RODOVIÁRIO","CENTRO","Formiga","MG","35570000"
"1ª Delegacia do Serviço Militar da 14ª C S M","1ª Del SM / 14ª CSM","RUA MANOEL LOPES, 235","VILA HORTÊNCIA","Sorocaba","SP","18020310"
"1ª Delegacia do Serviço Militar da 16ª C S M","1ª Del SM / 16ª CSM",,,"Florianópolis","SC","88101000"
"1ª Delegacia do Serviço Militar da 17ª C S M","1ª Del SM / 17ª CSM","TERMINAL DA BARROQUINHA S/NR","BARROQUINHA","Salvador","BA","40020100"
"1ª Delegacia do Serviço Militar da 18ª C S M","1ª Del SM / 18ª CSM","RUA MASCARENHAS DE MORAIS S/N","CENTRO","Vitória da Conquista","BA","45000000"
"1ª Delegacia do Serviço Militar da 19ª C S M","1ª Del SM / 19ª CSM","AV. AUGUSTO MAINARD, 98","SÃO JOSÉ","Aracaju","SE","49000000"
"1ª Delegacia do Serviço Militar da 2ª C S M","1ª Del SM / 2ª CSM","RUA ORCADAS, 435","ILHA DO GOVERNADOR","Rio de Janeiro","RJ","21921250"
"1ª Delegacia do Serviço Militar da 20ª C S M","1ª Del SM / 20ª CSM","AV. VIEIRA PERDIGÃO, 392","CENTRO","Maceió","AL","57025300"
"1ª Delegacia do Serviço Militar da 21ª C S M","1ª Del SM / 21ª CSM","RUA DOS PALMARES S/N","SANTO AMARO","Recife","PE","50040000"
"1ª Delegacia do Serviço Militar da 23ª C S M","1ª Del SM / 23ª CSM","RUA AFONSO CAMPOS, 216","CENTRO","João Pessoa","PB","58013380"
"1ª Delegacia do Serviço Militar da 24ª C S M","1ª Del SM / 24ª CSM","PRAÇA BARÃO DE CEARÁ-MIRIM, 279","CENTRO","Ceará-Mirim","RN","59570000"
"1ª Delegacia do Serviço Militar da 25ª C S M","1ª Del SM / 25ª CSM",,,"Maranguape","CE",
"1ª Delegacia do Serviço Militar da 26ª C S M","1ª Del SM / 26ª CSM","RUA AREA LEAO, 280","CENTRO/SUL","Teresina","PI","64001310"
"1ª Delegacia do Serviço Militar da 27ª C S M","1ª Del SM / 27ª CSM","AV. JOÃO PESSOA, 100","JOÃO PAULO","São Luís","MA","65035000"
"1ª Delegacia do Serviço Militar da 28ª C S M","1ª Del SM / 28ª CSM","RUA PRESIDENTE JOHN KENNEDY, S/N","ESTRELA","Castanhal","PA","68740420"
"1ª Delegacia do Serviço Militar da 29ª C S M","1ª Del SM / 29ª CSM","PRAÇA TSUKASA UYETSUKA, 832","CENTRO","Parintins","AM","69151000"
"1ª Delegacia do Serviço Militar da 30ª C S M","1ª Del SM / 30ª CSM","RUA ONÓFRE PEREIRA DE MATOS, 1928","CENTRO","Dourados","MS","79802010"
"1ª Delegacia do Serviço Militar da 4ª C S M","1ª Del SM / 4ª CSM","VIADUTO JACAREI - SUB SOLO","BELA VISTA","São Paulo","SP","01319020"
"1ª Delegacia do Serviço Militar da 5ª C S M","1ª Del SM / 5ª CSM","RUA DUQUE DE CAXIAS, 1255","CENTRO","Ribeirão Preto","SP","14015020"
"1ª Delegacia do Serviço Militar da 6ª C S M","1ª Del SM / 6ª CSM","Rua Monsenhor, 6-40","Centro","Bauru","SP","17015130"
"1ª Delegacia do Serviço Militar da 7ª C S M","1ª Del SM / 7ª CSM","RUA 3, 322","CENTRO","Goiânia","GO","74023100"
"1ª Delegacia do Serviço Militar da 8ª C S M","1ª Del SM / 8ª CSM","RUA PROF. FREITAS DE CASTRO, 850","SANTANA","Porto Alegre","RS","90040401"
"1ª Delegacia do Serviço Militard a 31ª C S M","1ª Del SM / 31ª CSM","RUA JOSÉ DO PATROCÍNIO, 826-(PREFEITURA MUNICIPAL)","CENTRO","Porto Velho","RO","78900010"
"1º Depósito de Suprimento","1º D Sup","Rua Doutor Garnier, 390","Triagem","Rio de Janeiro","RJ","20975000"
"1º Esquadrão de Cavalaria Leve","1º Esqd C L","RUA COMENDADOR ANTONIO JANNUZZI, 415","BELO HORIZONTE","Valença","RJ","27600000"
"1º Esquadrão de Cavalaria Pára-Quedista","1º Esqd C Pqdt","AV FONSECA RAMOS, S/N","VILA MILITAR","Rio de Janeiro","RJ","21615010"
"1º Grupo de Artilharia Antiaérea","1º GAAAe","AV GENERAL BENEDITO DA SILVEIRA, 675","VILA MILITAR","Rio de Janeiro","RJ","21615000"
"1º Grupo de Artilharia de Campanha de Selva","1º GAC / Sl","RODOVIA TRANSAMAZÔNICA, Km 07","NOVA MARABÁ","Marabá","PA","68507570"
"1ª Inspetoria de Contabilidade e Finanças do Exército","1ª ICFEx","PCA DUQUE DE CAXIAS, 25 - ALA MARCÍLIO DIAS - 7º PAV","CENTRO","Rio de Janeiro","RJ","20221260"
"1º Pelotão de Comunicações de Selva","1º Pel Com Sl","Rua Marquês de Pombal, s/n","Setor Militar Marechal Rondon","Boa Vista","RR","69312470"
"1º Pelotão de Polícia do Exército","1º Pel PE","AV JULIO DE CASTILHOS, 137","CENTRO","Santiago","RS","97700000"
"1º Regimento de Carros de Combate","1º RCC","Av do Exército, Nr 2390","Boi Morto","Santa Maria","RS","97030110"
"1º Regimento de Cavalaria de Guardas","1º  RCG","SETOR MILITAR COMPLEMENTAR",,"Brasília","DF","71226900"
"1º Regimento de Cavalaria Mecanizado","1º RC Mec","AV.  SÁ  BRITTO, Nr 638, Bairro Pró-Morar","CHÁCARA","Itaqui","RS","97650000"
"10º Batalhão de Engenharia de Construção","10º BEC","RUA MAL RONDON, NR 200","CONTA DINHEIRO","Lages","SC","88520900"
"10º Batalhão De Infantaria Leve","10º B I L",,,"Juiz de Fora","MG",
"10º Batalhão Logístico","10º B Log","RUA GENERAL  VITORINO S/N","COXILHA SECA","Alegrete","RS","97542310"
"10ª Circunscrição de Serviço Militar","10ª CSM","AV VENANCIO AYRES S/N","CENTRO NORTE","Santo Ângelo","RS","98801660"
"10ª Companhia de Engenharia de Combate","10ª Cia E Cmb","PE 180 - KM 05","CENTRO","São Bento do Una","PE","55370000"
"10ª Delegacia do Serviço Militar da 10ª C S M","10ª Del SM / 10ª CSM","AV. FLORES DA CUNHA, 1184","CENTRO","Carazinho","RS","99500000"
"10ª Delegacia do Serviço Militar da 12ª C S M","10ª Del SM / 12ª CSM","AV. VENEZA, 1055","GRÃ-DUQUESA","Governador Valadares","MG","35057730"
"10ª Delegacia do Serviço Militar da 14ª C S M","10ª Del SM / 14ª CSM","RUA PRUDENTE DE MORAES, 926","CENTRO","Piracicaba","SP","13400315"
"10ª Delegacia do Serviço Militar da 15ª C S M","10ª Del SM / 15ª CSM","RUA TIRADENTES, 353",,"Foz do Iguaçu","PR","85884000"
"10ª Delegacia do Serviço Militar da 16ª C S M","10ª Del SM / 16ª CSM","RUA SÃO MANOEL, 140 - CASA DA CIDADANIA","CENTRO","Tubarão","SC","88701120"
"10ª Delegacia do Serviço Militar da 2ª C S M","10ª Del SM / 2ª CSM","TRAVESSA SANTO ELIAS - CSP","JARDIM CARIOCA","Campos dos Goytacazes","RJ","28080310"
"10ª Delegacia do Serviço Militar da 21ª C S M","10ª Del SM / 21ª CSM","RUA AUGUSTO CAVALCANTI, 245-A","CENTRO","Arcoverde","PE","56500000"
"10ª Delegacia do Serviço Militar da 23ª C S M","10ª Del SM / 23ª CSM","CALÇADÃO DA TEN SABINO, 87 - 2º ANDAR","CENTRO","Cajazeiras","PB","58900000"
"10ª Delegacia do Serviço Militar da 25ª C S M","10ª Del SM / 25ª CSM","RUA DEPUTADO MANOEL FRANCISCO, 900","CENTRO","Tianguá","CE","62320000"
"10ª Delegacia do Serviço Militar da 28ª C S M","10ª Del SM / 28ª CSM","Av. Guarantã, 436","Setor Paulista","Redenção","PA","68552220"
"10ª Delegacia do Serviço Militar da 30ª C S M","10ª Del SM / 30ª CSM","RUA PEDRO CORREA, S/N","CENTRO","Rosário Oeste","MT","78470000"
"10ª Delegacia do Serviço Militar da 5ª C S M","10ª Del SM / 5ª CSM","AV. 19, 1065","CENTRO","Barretos","SP","14780300"
"10ª Delegacia do Serviço Militar da 6ª C S M","10ª Del SM / 6ª CSM","RUA 15 DE NOVEMBRO, 650","CENTRO","Marília","SP","17500050"
"10ª Delegacia do Serviço Militar da 7ª C S M","10ª Del SM / 7ª CSM","AV. D. PEDRO II, 709","CENTRO","Morrinhos","GO","75650000"
"10ª Delegacia do Serviço Militar da 8ª C S M","10ª Del SM / 8ª CSM","RUA BARÃO DE SANTA TECLA, 551","CENTRO","Pelotas","RS","96010140"
"10º Depósito de Suprimento","10º D Sup","AV MARECHAL BITTENCOURT, 100","DIAS MACEDO","Fortaleza","CE","60860540"
"10º Esquadrão de Cavalaria Mecanizado","10º Esqd C Mec","BR 232 KM 07","CURADO","Recife","PE","50790540"
"10º Grupo de Artilharia de Campanha de Selva","10º GAC / Sl","RUA MARQUÊS DE POMBAL, S/N","MARECHAL RONDON","Boa Vista","RR","69308515"
"10ª Inspetoria de Contabilidade e Finanças do Exército","10ª ICFEx","Av Luciano Carneiro, 840","Bairro de Fátima","Fortaleza","CE","60410690"
"10º Pelotão de Polícia do Exército","10º Pel PE","AVENIDA GETULIO VARGAS  -  RODOVIA BR 232,  KM 6","CURADO","Recife","PE","50950903"
"10º Regimento de Cavalaria Mecanizado","10º RC Mec","PRAÇA CMT PEDRO RUFINO, 627","CENTRO","Bela Vista","MS","79260000"
"11º Batalhão de Infantaria de Montanha","11º BI Mth","LADEIRA  TEN VILAS BOAS, S/N","CENTRO","São João Del Rei","MG","36300000"
"11º Batalhão de Polícia do Exército","11º BPE",,,"Rio de Janeiro","RJ",
"11ª Bateria de Artilharia Antiaérea Autopropulsada","11ª Bia AAAe Ap",,,"Rio Negro","PR",
"11º Centro de Telemática","11º CT","RUA 31 DE MARÇO, S/N","PINHEIRINHO","Curitiba","PR","81150900"
"11ª Circunscrição de Serviço Militar","11ª CSM","RUA TUPIS, 723","CENTRO","Belo Horizonte","MG","30190907"
"11ª Companhia de Comunicações Mecanizada","11ª Cia Com Mec","RUA MARECHAL RONDON, 256","SÃO VICENTE","Santiago","RS","97700000"
"11ª Companhia de Engenharia de Combate Leve","11ª Cia Eng Cmb L","AV DR ANTÔNIO PINHEIRO JUNIOR S/nº","CAMPO ALEGRE","Pindamonhangaba","SP","12412010"
"11ª Delegacia do Serviço Militar da  17ª C S M","11ª Del SM / 17ª CSM","RUA  DOIS DE JULHO,  488","CENTRO","Senhor do Bonfim","BA","48970000"
"11ª Delegacia do Serviço Militar da 10ª C S M","11ª Del SM / 10ª CSM","AV. JULIO DE CASTILHOS, 896","CENTRO","Soledade","RS","99300000"
"11ª Delegacia do Serviço Militar da 13ª C S M","11ª Del SM / 13ª CSM","PRAÇA SENADOR EDUARDO AMARAL, 87","CENTRO","Pouso Alegre","MG","37550000"
"11ª Delegacia do Serviço Militar da 2ª C S M","11ª Del SM / 2ª CSM","RUA CEL GOMES MACHADO, 289","CENTRO","Niterói","RJ","24020064"
"11ª Delegacia do Serviço Militar da 24ª C S M","11ª Del SM / 24ª CSM","RUA SETE DE SETEMBRO, 118","CENTRO","Nova Cruz","RN","59215000"
"11ª Delegacia do Serviço Militar da 30ª C S M","11ª Del SM / 30ª CSM","AV. DAS EMBAUBAS, 1249","CENTRO","Sinop","MT","78550000"
"11ª Delegacia do Serviço Militar da 5ª C S M","11ª Del SM / 5ª CSM","RUA FREDERICO MOURA, 1516","CIDADE NOVA","Franca","SP","14401150"
"11ª Delegacia do Serviço Militar da 6ª C S M","11ª Del SM / 6ª CSM","RUA CARIJOS, 355","CENTRO","Tupã","SP","17601010"
"11ª Delegacia do Serviço Militar da 8ª C S M","11ª Del SM / 8ª CSM","RUA RAMIRO BARCELOS, 955","CENTRO","Vacaria","RS","95200000"
"11º Depósito de Suprimento","11º D Sup","AV DUQUE DE CAXIAS, S/N","S M U","Brasília","DF","70630000"
"11º Grupo de Artilharia Antiaérea","11º GAAAe","EST PARQUE ABAST E CONTORNO S/N","SAAN","Brasília","DF","71226900"
"11º Grupo de Artilharia de Campanha","11º GAC","AV DUQUE DE CAXIAS, 806","DEODORO","Rio de Janeiro","RJ","21615220"
"11ª Inspetoria de Contabilidade e Finanças do Exército","11ª ICFEx","AVENIDA DO EXÉRCITO - QGEx - BLOCO I - 1º ANDAR","SETOR MILITAR URBANO - SMU","Brasília","DF","70630904"
"11º Pelotão de Polícia do Exército","11º Pel PE","AV SOLDADO PASSARINHO, 1871","FAZENDA CHAPADÃO","Campinas","SP","13070115"
"11º Regimento de Cavalaria Mecanizado","11º RC Mec","PRAÇA  DUQUE DE CAXIAS S/N","CENTRO","Ponta Porã","MS","79900000"
"111ª Companhia de Apoio de Material Bélico","111ª Cia AP MB","Estrada São Pedro de Alcântara, nº 3506","Magalhães Bastos - Vila Militar","Rio de Janeiro","RJ","21735210"
"12º Batalhão de Engenharia de Combate Blindado","12º BE Cmb Bld","RUA VISCONDE DE TAMANDARÉ, S/N","CENTRO","Alegrete","RS","97541520"
"12º Batalhão de Infantaria","12º BI","RUA TEN BRITO MELO S/N","BARRO PRETO","Belo Horizonte","MG","30180470"
"12º Batalhão de Suprimento","12º B Sup","AV MARECHAL BITTENCOURT, 55","SANTO ANTONIO","Manaus","AM","69029290"
"12ª Circunscrição de Serviço Militar","12ª CSM","PCA PRES ANTÔNIO CARLOS, 60","CENTRO","Juiz de Fora","MG","36010140"
"12ª Companhia de Comunicações Leve","12ª Cia Com L","Rua José Bonifácio, Nr 33","Centro","Caçapava","SP","12280900"
"12ª Companhia de Comunicações Mecanizada","12ª Cia Com Mec","RUA MARTIN LUTHER KING, 3619","CIDADE ALTA","Alegrete","RS","97543240"
"12ª Companhia de Engenharia de Combate Leve","12ª Cia E Cmb L","AV DR ANTÔNIO PINHEIRO JUNIOR S/N","CAMPO ALEGRE","Pindamonhangaba","SP","12412010"
"12ª Delegacia do Serviço Militar da 10ª C S M","12ª Del SM / 10ª CSM","RUA FAGUNDES DOS REIS, 535 - SALA 8 - ED MICHELANGELO","CENTRO","Passo Fundo","RS","99010071"
"12ª Delegacia do Serviço Militar da 11ª C S M","12ª Del SM / 11ª CSM","RUA JOÃO NAPOLEÃO CRUZ, 185","CENTRO","Ipatinga","MG","35160027"
"12ª Delegacia do Serviço Militar da 12ª C S M","12ª Del SM / 12ª CSM","RUA PREFEITO ISIDORO MURTA, 63/202","CENTRO","Jequitinhonha","MG","39960000"
"12ª Delegacia do Serviço Militar da 14ª C S M","12ª Del SM / 14ª CSM","RUA GEN JULIO M. SALGADO, 108","CENTRO","Botucatu","SP","18602260"
"12ª Delegacia do Serviço Militar da 15ª C S M","12ª Del SM / 15ª CSM","RUA ROQUE VALENÇA, 374",,"Guaíra","PR","85980000"
"12ª Delegacia do Serviço Militar da 17ª C S M","12ª Del SM / 17ª CSM","RUA BENEDITO SILVEIRA S/N","CENTRO","Barreiras","BA","47800000"
"12ª Delegacia do Serviço Militar da 2ª C S M","12ª Del SM / 2ª CSM","RU BARÃO DO RIO BONITO, 106","SANTANA","Barra do Piraí","RJ","27113040"
"12ª Delegacia do Serviço Militar da 21ª C S M","12ª Del SM / 21ª CSM","RUA AGOSTINHO NUNES MAGALHAES, 125","CENTRO","Serra Talhada","PE","56900000"
"12ª Delegacia do Serviço Militar da 30ª C S M","12ª Del SM / 30ª CSM","AV. TANCREDO NEVES, 212","CENTRO","Colíder","MT","78500000"
"12ª Delegacia do Serviço Militar da 5ª C S M","12ª Del SM / 5ª CSM",,,"Porto Ferreira","SP",
"12ª Delegacia do Serviço Militar da 7ª C S M","12ª Del SM / 7ª CSM","SEDE DA PREFEITURA MUNICIPAL","PREFEITURA","Campos Belos","GO","73840000"
"12ª Delegacia do Serviço Militar da 8ª C S M","12ª Del SM / 8ª CSM","RUA OLAVO MORAES, S/N - PREFEITURA VELHA","CENTRO","Camaquã","RS","96180000"
"12º Esquadrão de Cavalaria Mecanizado","12º Esqd C Mec","QUADRA 3","SETOR MILITAR","Boa Vista","RR","69308483"
"12º Grupo De Artilharia Antiaérea De Selva","12º GAAAe Sl",,,"Manaus","AM",
"12º Grupo de Artilharia de Campanha","12º GAC","VIA ANHANGUERA, KM 53","VILA RAMI","Jundiaí","SP","13210810"
"12ª Inspetoria de Contabilidade e Finanças do Exército","12ª ICFEx","AV CARVALHO LEAL, 740","CACHOEIRINHA","Manaus","AM","69065100"
"12º Pelotão de Polícia do Exército","12º Pel PE","AV CASTELO BRANCO S/N","CENTRO","Caçapava","SP","12280000"
"12º Regimento de Cavalaria Mecanizado","12º RC Mec","AV DUQUE DE CAXIAS S/N","CENTRO","Jaguarão","RS","96300000"
"13º Batalhão de Infantaria Blindado","13º BIB","AV GEN CARLOS CAVALCANTI , 2179","UVARANAS","Ponta Grossa","PR","84025902"
"13ª Circunscrição de Serviço Militar","13ª CSM","PCA ODILON RESENDE ANDRADE, 109","CENTRO","Três Corações","MG","37410000"
"13ª Companhia de Comunicações Mecanizada","13ª Cia Com Mec","RUA DUQUE DE CAXIAS, 926","CENTRO","São Gabriel","RS","97300000"
"13ª Companhia Depósito de Armamento e Munição","13ª Cia DAM","BR 158,  KM 304","PHILIPPSON","Itaara","RS","97185000"
"13ª Delegacia de Serviço Militar, da 7ª CSM","13ª Del SM / 7ª CSM","13ª Delegacia de Serviço Militar, da 7ª CSM","13ª Delegacia de Serviço Militar, da 7ª","Colinas do Tocantins","TO","77804901"
"13ª Delegacia do Serviço Militar da 11ª C S M","13ª Del SM / 11ª CSM","PRAÇA NÉRIA COELHO GUIMARÃES, 100","CENTRO","Guanhães","MG","39740000"
"13ª Delegacia do Serviço Militar da 12ª C S M","13ª Del SM / 12ª CSM","Avenida Brasil n. 560","CENTRO","Juiz de Fora","MG","36070060"
"13ª Delegacia do Serviço Militar da 13ª C S M","13ª Del SM / 13ª CSM","PRAÇA DR FAUSTO MONTEIRO, 54","CENTRO","Alfenas","MG","37130000"
"13ª Delegacia do Serviço Militar da 14ª C S M","13ª Del SM / 14ª CSM","RUA SÃO PAULO, 1452","CENTRO","Avaré","SP","19700970"
"13ª Delegacia do Serviço Militar da 15ª C S M","13ª Del SM / 15ª CSM","AV MINAS GERAIS, 1160","CENTRO","Cornélio Procópio","PR","86300000"
"13ª Delegacia do Serviço Militar da 16ª C S M","13ª Del SM / 16ª CSM","RUA NERY WALTRICK S/N - TERMINAL RODOVIÁRIO","CENTRO","Canoinhas","SC","89460000"
"13ª Delegacia do Serviço Militar da 17ª C S M","13ª Del SM / 17ª CSM","PRAÇA TEOTONIO M. DOURADO FILHO, 3","CENTRO","Irecê","BA","44900000"
"13ª Delegacia do Serviço Militar da 2ª C S M","13ª Del SM / 2ª CSM","PRAÇA TELMO GONÇALVES MAIA, S/N","CAMPO GRANDE","Rio de Janeiro","RJ","23070160"
"13ª Delegacia do Serviço Militar da 21ª C S M","13ª Del SM / 21ª CSM","RUA JOAQUIM SAMPAIO, 279 - 1º PISO","NOSSA SENHORA DAS GRAÇAS","Salgueiro","PE","56000000"
"13ª Delegacia do Serviço Militar da 25ª C S M","13ª Del SM / 25ª CSM","PRAÇA DA MATRIZ, S/N","CENTRO","Baturité","CE","62760000"
"13ª Delegacia do Serviço Militar da 30ª C S M","13ª Del SM / 30ª CSM","AV. DEP HITLER SANSÃO, 240","CENTRO","Juina","MT","78320000"
"13ª Delegacia do Serviço Militar da 4ª C S M","13ª Del SM / 4ª CSM","PRAÇA DOS EXPEDICIONÁRIOS, 25","CENTRO","Registro","SP","11900000"
"13ª Delegacia do Serviço Militar da 5ª C S M","13ª Del SM / 5ª CSM","RUA VOLUNTÁRIOS DE SÃO PAULO, 3491","CENTRO","São José do Rio Preto","SP","15015200"
"13ª Delegacia do Serviço Militar da 6ª C S M","13ª Del SM / 6ª CSM","RUA JOAQUIM NABUCO, 350","CENTRO","Adamantina","SP","17780000"
"13ª Delegacia do Serviço Militar da 8ª CSM","13ª Del SM / 8ª CSM",,,"Caxias do Sul","RS",
"13º Grupo de Artilharia de Campanha","13º GAC","RUA MARQUES RIBEIRO S/N","MARQUES RIBEIRO","Cachoeira do Sul","RS","96508160"
"13º Pelotão de Comunicações","13º Pel Com",,,"Cuiabá","MT",
"13º Pelotão de Polícia do Exército","13º Pel PE","AV MONUMENTAL DO C P A  S/N","C P A","Cuiabá","MT","78055900"
"13º Regimento de Cavalaria Mecanizado","13º RC Mec","AV NEWTON PRADO,  2251","CENTRO","Pirassununga","SP","13631040"
"14º Batalhão de Infantaria Motorizado","14º BI Mtz","AV GENERAL MANOEL RABELO, 1950","SOCORRO","Jaboatão dos Guararapes","PE","54160350"
"14º Batalhão Logístico","14º B Log","RUA SÃO MIGUEL, 898","AFOGADOS","Recife","PE","50850000"
"14ª Circunscrição de Serviço Militar","14ª CSM","AV SENADOR ROBERTO SIMONSEN, 150","STA ROSÁLIA","Sorocaba","SP","18090000"
